title,type,genre_ids,overview,release_date,popularity,vote_average,poster_path
Racing Heart,series,"[10766, 35, 18]","In childhood, Agrado meets João Raul during a radio contest in the countryside of Goiás. Like her, the boy dreams of becoming a singer, and the two decide to perform together a song composed by Agrado. However, unforeseen events separate them and lead to a misunderstanding that keeps them apart for many years. João Raul, now a major country music star, uses his social media platforms to search for Agrado, “the girl from his past,” who, unlike him, is still struggling to establish herself in the music industry.",2026-01-12,40.4182,5.5,/dwSw1affkj4DfdqkCfyhpSa4ueP.jpg
Nashville,series,[18],"Rayna Jaymes and Juliette Barnes face personal and professional challenges as they navigate their paths as artists and individuals. Surrounding them, and often complicating their lives, are their family, friends and, in some cases, lovers, as well as the up-and-coming performers and songwriters trying to get ahead in the business.",2012-10-10,41.473,6.644,/oZ2K2cPeWURnQjCxrvSEnaEcIST.jpg
Nashville,series,[18],"Rayna Jaymes and Juliette Barnes face personal and professional challenges as they navigate their paths as artists and individuals. Surrounding them, and often complicating their lives, are their family, friends and, in some cases, lovers, as well as the up-and-coming performers and songwriters trying to get ahead in the business.",2012-10-10,41.473,6.644,/oZ2K2cPeWURnQjCxrvSEnaEcIST.jpg
Nature,series,"[99, 10751]","Consistently stunning documentaries transport viewers to far-flung locations ranging from the torrid African plains to the chilly splendours of icy Antarctica. The show's primary focus is on animals and ecosystems around the world. A comic book based on the show, meant to be used an as educational tool for kids, was briefly distributed to museums and schools at no cost in the mid-2000s.",1982-10-10,41.3928,7.944,/qRg5boKJdJhJKoGJdchVqPGQTEl.jpg
Dreams of Freedom,series,"[18, 10766]",Begoña Montes is a woman who lives trapped in a toxic marriage and seeks the long-awaited freedom in Spain in 1958.,2024-02-25,46.8082,6.1,/ohItaiKnas60gxQrfQCrCToWmGW.jpg
High School DxD,series,"[16, 10759, 35, 10765]","Issei Hyodo is your average perverted high school student whose one wish in life is to have his own harem, but he's got to be one of the unluckiest guys around. He goes on his first date with a girl only to get brutally attacked and killed when it turns out the girl is really a vicious fallen angel. To top it all off, he's later reincarnated as a devil by his gorgeous senpai who tells him that she is also a devil and now his master! One thing's for sure, his peaceful days are over. In a battle between devils and angels, who will win?",2012-01-06,45.8396,8.503,/5a9vaaLDAZTYjgfWIw7ZYhL1m1A.jpg
My Life with the Walter Boys,series,[18],"When a tragedy disrupts her life, a teen moves in with her guardian's big family in a small town and learns new lessons about love, hope and friendship.",2023-12-07,40.9542,7.8,/dQOwpTpBQEqRUcev4423LrU32G6.jpg
Cyberpunk: Edgerunners,series,"[16, 10759, 10765, 80]","In a dystopia riddled with corruption and cybernetic implants, a talented but reckless street kid strives to become a mercenary outlaw — an edgerunner.",2022-09-13,42.4161,8.476,/lqcDVZ8pyk08AVftMBildDR3QUK.jpg
Reno 911!,series,[35],"This partially unscripted comedy brings viewers into the squad car as incompetent officers swing into action, answering 911 calls about everything from speeding violations and prostitution to staking out a drug den. Within each episode, viewers catch a ""fly on the wall"" glimpse of the cops' often politically incorrect opinions, ranging from their personal feelings to professional critiques of their colleagues.",2003-07-23,49.1654,7.244,/jIoeMgmcGdgTDqQUq4sDWFNsPUD.jpg
The Flintstones,series,"[10751, 16, 35]","The misadventures of two modern-day Stone Age families, the Flintstones and the Rubbles.",1960-09-30,41.9197,7.438,/30P6ifagQ3fguTsI33KMmDLTAx6.jpg
New Looney Tunes,series,"[16, 35, 10751, 10762]","Wabbit is an animated series starring Bugs Bunny. The series features many other Looney Tunes characters including Wile E. Coyote, Yosemite Sam, and the Tasmanian Devil.",2015-09-21,40.9578,7.0,/AdROLFTm3nSnqcmkhPabqdRuETZ.jpg
Mr. Robot,series,"[80, 18]","A young programmer, Elliot, suffers from a debilitating anti-social disorder and decides that he can only connect to people by hacking them. He wields his skills as a weapon to protect the people that he cares about. Elliot finds himself in the intersection between a cybersecurity firm he works for and the underworld organizations that are recruiting him to bring down corporate America.",2015-06-24,49.1037,8.275,/kv1nRqgebSsREnd7vdC2pSGjpLo.jpg
The Mary Tyler Moore Show,series,[35],"30-year-old single Mary Richards moves to Minneapolis to start a new life after a romantic break-up. There she reacquaints with Phyllis who rents her a room, and meets her upstairs neighbor and new best friend Rhoda. Mary unexpectedly lands a job as associate producer at the TV station WJM, where she works alongside her bristly boss, Lou; the comical newswriter, Murray; and the newscast's often-incompetent anchor, Ted.",1970-09-19,52.3701,7.7,/nFsgsmK7isjtdEVTL35mJEQZHuO.jpg
EastEnders,series,"[10766, 18, 80]","The everyday lives of working-class residents of Albert Square, a traditional Victorian square of terrace houses surrounding a park in the East End of London's Walford borough.",1985-02-19,45.6672,4.2,/ETFWCToRFx45vNAsNexh31ufSE.jpg
Bob Hope Presents the Chrysler Theatre,series,"[18, 35, 10767]",,1963-10-04,40.8881,5.875,
The Dick Van Dyke Show,series,[35],"The Dick Van Dyke Show centers around the work and home life of television comedy writer Rob Petrie. The plots generally revolve around problems at work, where Rob got into various comedic jams with fellow writers Buddy Sorrell, Sally Rogers and producer Mel Cooley.",1961-10-03,40.4403,7.6,/3eiFZrarzOd08323sHX7RbR7vdn.jpg
Popcorn,series,"[10767, 35, 10763]","Basically, Popcorn is a weekly talkshow shot and broadcast live on Twitch. Then to decorate the tray, we made cups and... Popcorn is the show you watch at the bottom of your sofa on Tuesday evenings with your family, in transport on a podcast or in replay with your friends...",2019-09-14,47.325,0.0,/kc9pIt2XJP7FOVpvv5lqGHjwW5Z.jpg
V.I.P.,series,"[10759, 35, 80]","While attending a Hollywood premiere with a famous action star, a crazed fan pulls a gun—but her movie hunk turns into a coward, and it's Vallery who becomes the hero. Suddenly, she's thrown into a world of action and danger as owner of a Hollywood protection agency, Vallery Irons Protection (V.I.P.), taking risks to protect others at a price few are willing to pay.",1998-09-26,40.7294,5.343,/2pHBPVGn2DpYEAHBdT62nc0untt.jpg
Fireman Sam,series,"[10762, 16, 35, 10751]","Follow the adventures of fireman Sam and his colleagues as they protect the citizens of the Welsh town of Pontypandy. Whenever the alarm sounds, brave Sam and his co-workers can be counted on to jump into a fire engine, hop onto a helicopter, or even launch an inflatable lifeboat to battle blazes, mount rescue missions, or provide medical attention to those in need.",1987-11-17,42.669,6.1,/sXsqaIOjemMuHxGu3XukIyVM7jN.jpg
The Talk,series,[10767],"A panel of well-known news and entertainment personalities discussing current events, pop culture, contemporary issues, family, celebrity and the trending topics of the day.",2010-10-18,45.2131,3.036,/7sizkzLu7RNowjfojv6eUn2tAzA.jpg
ChocoPro Wrestling,series,[],ChocoPro Wrestling is a wrestling promotion based in Japan.,2020-03-28,32.6628,0.0,/qa9HisPQmdbCae4sFS9Vi0CCqRt.jpg
Hot Ones,series,"[10767, 35]",The show with hot questions and even hotter wings invites a famous guest over to eat and then interviews them while they're struggling through the heat.,2015-03-12,44.9106,7.1,/4uudasFgKCVQFNGqfanD6wEGVS1.jpg
Murder in the Mountains,series,[80],"SOKO Kitzbühel is an Austrian television series produced by ORF and ZDF. It is a spin-off of the German crime series SOKO 5113. It is set in the renowned Tyrolean tourist centre of Kitzbühel. The production company ""beo-Film"" has produced the show since 2001. The German abbreviation SOKO stands for Sonderkommission, ""special commission"", a task force with specific duties.",2001-11-15,39.4122,4.571,/ufi6NFLlPkFLhdbGbbMmj05Ezc3.jpg
Mannix,series,"[10759, 80, 9648, 18]","Mannix is an American television detective series that ran from 1967 through 1975 on CBS. Created by Richard Levinson and William Link and developed by executive producer Bruce Geller, the title character, Joe Mannix, is a private investigator. He is played by Mike Connors. Mannix was the last series produced by Desilu Productions.",1967-09-16,40.9127,6.839,/8Nh2D2dHKJnUbRHqLS5QsKWJuPb.jpg
Wagon Train,series,"[37, 18, 10751]","The series initially starred veteran movie supporting actor Ward Bond as the wagon master, later replaced upon his death by John McIntire, and Robert Horton as the scout, subsequently replaced by lookalike Robert Fuller a year after Horton had decided to leave the series.

The series was inspired by the 1950 film Wagon Master directed by John Ford and starring Ben Johnson, Harry Carey Jr. and Ward Bond, and harkens back to the early widescreen wagon train epic The Big Trail starring John Wayne and featuring Bond in his first major screen appearance playing a supporting role. Horton's buckskin outfit as the scout in the first season of the television series resembles Wayne's, who also played the wagon train's scout in the earlier film.",1957-09-18,46.3768,6.645,/csC6kMTKWmOcy9nKZEgdwd7Frb9.jpg
My Hero Academia: Vigilantes,series,"[16, 10759, 18, 10765]","After a life-changing incident, timid college student Koichi Haimawari accepts an offer from revered vigilante Knuckleduster to train as his protégé.",2025-04-07,38.6306,7.716,/iv0cXt6uJGlTryWZNQMGyum4Pme.jpg
Keeping Up with the Kardashians,series,[10764],"A peek inside the exploits and privileged private lives of the blended Kardashian-Jenner family, including sisters Kim, Kourtney and Khloé.",2007-10-14,40.3907,7.346,/nddXOC8wYpIDv7giLzjjqIg8WDA.jpg
【OSHI NO KO】,series,"[16, 18]",A small-town doctor gets sucked into the ruthless world of show business when he crosses paths with a popular teen idol who holds a secret.,2023-04-12,42.2276,8.288,/qoW507a8RoGbpILCxt2N87USn8H.jpg
L.A. Law,series,"[18, 10768]","L.A. Law is an American television legal drama series that ran for eight seasons on NBC from September 15, 1986, to May 19, 1994.

Created by Steven Bochco and Terry Louise Fisher, it contained many of Bochco's trademark features including a large number of parallel storylines, social drama and off-the-wall humor. It reflected the social and cultural ideologies of the 1980s and early 1990s, and many of the cases featured on the show dealt with hot-topic issues such as abortion, racism, gay rights, homophobia, sexual harassment, AIDS, and domestic violence. The series often also reflected social tensions between the wealthy senior lawyer protagonists and their less well-paid junior staff.

The show was popular with audiences and critics, and won 15 Emmy Awards throughout its run, four of which were for Outstanding Drama Series.",1986-09-15,43.047,7.089,/hs1TBk6KlPBlnb7ybpqgK6IzcCx.jpg
A Fazenda,series,[10764],"A Fazenda is the current Brazilian version of the The Farm reality television show based on the Swedish television series of the same name that was originally created in 2001 by Strix and produced in association with Sony Entertainment and Endemol.

The show is based on a group of celebrities living together twenty-four hours a day in a Farm, isolated from the outside world while having all their steps followed by cameras around-the-clock, with no privacy for three months.

The contestants compete for the chance to win the grand prize by avoiding weekly eviction, until the last celebrity remains at the end of the season that can claim the grand prize. The show is presented by news reporter Britto Junior alongside actress Chris Couto and directed by Rodrigo Carelli. Record's website and a Record-owned pay-per-view channel offer round-the-clock coverage.",2009-05-31,44.9877,3.1,/yhtmlN21r2s4vCgpLgMkGqv8uaf.jpg
Robert Montgomery Presents,series,[18],"Robert Montgomery Presents is an American dramatic television series which was produced by NBC from January 30, 1950 until June 24, 1957. The live show had several sponsors during its seven-year run, and the title was altered to feature the sponsor, usually Lucky Strike cigarettes, for example, Robert Montgomery Presents Your Lucky Strike Theater, ....The Johnson's Wax Program, and so on.",1950-01-30,42.2207,6.0,/jZLS9pS4JGltYIB43c2UvXhqZqW.jpg
America's Got Talent,series,[10764],"A weekly talent competition where an array of performers – from singers and dancers, to comedians and novelty acts – vie for a $1 million cash prize.",2006-06-21,43.7473,5.7,/y9Lee4CQ7mAD8B5PAExU6D4oEp5.jpg
